"TP","FN","TN","FP","accuracy","pgood","pbad","FPR","TPR","TNR","MCC","threshold"
263,17,244,16,93.8888888888889,94.2652329749104,93.4865900383142,6.15384615384615,93.9285714285714,93.8461538461538,0.877632733969176,0.46
